no,group,speaker,original,pron,trans,comment
26,,,"Non, il habite avec sa famille.","농, 일 아빗 아벡 싸 파미유.","아니, 그는 가족과 함께 살아.",
27,,,Vous aimez votre ville ?,부 제메 보뜨흐 빌?,당신은 당신의 도시를 좋아하나요?,
28,,,"Bien sûr, nous aimons beaucoup notre ville, notre quartier et nos voisins.","비앙 쉬흐, 누 재몽 보꾸 노뜨흐 빌, 노뜨흐 카흐띠에 에 노 보아죙.","물론이죠, 우리는 우리의 도시, 동네, 이웃들을 매우 좋아해요.",
29,,,Quel âge as-tu ?,껠 아즈 아 뚜?,너 몇 살이야?,
30,,,J’ai 20 ans.,쥬 아 방따옹.,나는 20살이야.,
31,,,Tu as quel âge ?,뚜 아 껠 아즈?,너 몇 살이야?,
32,,,Quel âge est-ce que tu as ?,껠 아즈 에스끄 뚜 아?,너 몇 살이야?,
33,,,Quel âge as-tu ?,껠 아즈 아 뚜?,너 몇 살이야?,
34,,,Tu as quel âge ?,뚜 아 껠 아즈?,너 몇 살이야?,
35,,,Quel âge as-tu ?,껠 아즈 아 뚜?,너 몇 살이야?,
36,,,J’ai 25 ans. Et toi ?,쥬 아 방쌍꽈엉. 에 뚜아?,나는 25살이야. 너는?,
37,,,Vous avez quel âge ?,부 자베 껠 아즈?,당신은 몇 살인가요?,
38,,,Quel âge avez-vous ?,껠 아즈 아베 부?,당신은 몇 살인가요?,
39,,,J’ai 44 ans. Et vous ?,쥬 아 카헝떼까흐. 에 부?,나는 44살이에요. 당신은요?,
40,,,"Vos enfants, ils ont quel âge ?","보 앙팡, 일 옹 껠 아즈?",당신의 아이들은 몇 살인가요?,
41,,,"Vos enfants, quel âge ont-ils ?","보 앙팡, 껠 아즈 옹틸?",당신의 아이들은 몇 살인가요?,
42,,,Mon fils Gabriel a quinze ans et ma fille Louise a neuf ans.,몽 피스 가브히엘 아 캉자옹 에 마 피유 루이즈 아 뇌벙.,내 아들 가브리엘은 15살이고 내 딸 루이즈는 9살이야.,
43,,,Tu as quel âge ?,뚜 아 껠 아즈?,너 몇 살이야?,
44,,,"Moi, j’ai 20 ans. Et toi ?","무아, 쥬 아 방따옹. 에 뚜아?",나는 20살이야. 너는?,
45,,,"Vos enfants, quel âge ont-ils ?","보 앙팡, 껠 아즈 옹틸?",당신의 아이들은 몇 살인가요?,
46,,,Mon fils a quinze ans et ma fille a douze ans.,몽 피스 아 캉자옹 에 마 피유 아 두즈옹.,내 아들은 15살이고 내 딸은 12살이야.,
47,,,Tu aimes quel sport ?,뚜 엠 껠 스포흐?,너는 어떤 스포츠를 좋아해?,
48,,,Tu écoutes quelle musique ?,뚜 에꾸뜨 껠 뮤지끄?,너는 어떤 음악을 들어?,
49,,,Vous avez quels animaux ?,부 자베 껠 자니모?,당신은 어떤 동물을 키우나요?,
50,,,Vous parlez quelles langues ?,부 빠흘레 껠 랑그?,당신은 어떤 언어를 말하나요?,
51,,,Quel sport est-ce que tu aimes ?,껠 스포흐 에스끄 뚜 엠?,너는 어떤 스포츠를 좋아해?,
52,,,Quelle musique est-ce que vous avez ?,껠 뮤지끄 에스끄 부 자베?,당신은 어떤 음악을 가지고 있나요?,
53,,,Quelles langues est-ce que vous parlez ?,껠 랑그 에스끄 부 빠흘레?,당신은 어떤 언어를 말하나요?,
54,,,Quel sport aimes-tu ?,껠 스포흐 엠 뚜?,너는 어떤 스포츠를 좋아해?,
55,,,Quelle musique écoutes-tu ?,껠 뮤지끄 에꾸뜨 뚜?,너는 어떤 음악을 들어?,
56,,,Quels animaux avez-vous ?,껠 자니모 아베 부?,당신은 어떤 동물을 키우나요?,
57,,,Quelles langues parlez-vous ?,껠 랑그 빠흘레 부?,당신은 어떤 언어를 말하나요?,
58,,,Quel est ton sport préféré ?,껠 에 톤 스포흐 프헤페흐?,너의 좋아하는 스포츠는 무엇이야?,
59,,,Quelle est ta musique préférée ?,껠 에 타 뮤지끄 프헤페헤?,너의 좋아하는 음악은 무엇이야?,
60,,,Quels sont tes loisirs préférés ?,껠 송 떼 루아지흐 프헤페흐?,너의 좋아하는 취미는 무엇이야?,
61,,,Quelles sont tes couleurs préférées ?,껠 송 떼 쿨뢰흐 프헤페흐?,너의 좋아하는 색은 무엇이야?,
62,,,Quel est ton prénom ?,껠 에 톤 프레농?,너의 이름은 뭐야?,
63,,,Quelle est ta nationalité ?,껠 에 타 나씨오날리떼?,너의 국적은 뭐야?,
64,,,Quelle est ton adresse e-mail ?,껠 에 톤 아드헤스 에메일?,너의 이메일 주소는 뭐야?,
65,,,Nous sommes quel jour ?,누 솜 껠 주흐?,오늘 무슨 요일이야?,
66,,,Quel jour sommes-nous ?,껠 주흐 솜 누?,오늘 무슨 요일이야?,
67,,,Nous sommes lundi.,누 솜 롱디.,오늘은 월요일이야.,
68,,,Il est quelle heure ?,일 에 껠 러흐?,지금 몇 시야?,
69,,,Quelle heure est-il ?,껠 러흐 에틸?,지금 몇 시야?,
70,,,Il est une heure.,일 에 윤 너흐.,지금 한 시야.,
71,,,Il est quelle heure ?,일 에 껠 러흐?,지금 몇 시야?,
72,,,Quelle heure est-il ?,껠 러흐 에틸?,지금 몇 시야?,
73,,,Il est une heure.,일 에 윤 너흐.,지금 한 시야.,
74,,,Il est sept heures.,일 에 쎄떠흐.,지금 일곱 시야.,
75,,,Il est douze heures.,일 에 두즈떠흐.,지금 열두 시야.,
76,,,Quel sport aimes-tu ?,껠 스포흐 엠 뚜?,너는 어떤 스포츠를 좋아해?,
77,,,Quel est ton sport préféré ?,껠 에 톤 스포흐 프헤페흐?,너의 좋아하는 스포츠는 무엇이야?,
78,,,Quel est votre nom ?,껠 에 보뜨흐 놈?,당신의 이름은 무엇인가요?,
79,,,Quelle est votre nationalité ?,껠 에 보뜨흐 나씨오날리떼?,당신의 국적은 무엇인가요?,
80,,,Quel jour sommes-nous ?,껠 주흐 솜 누?,오늘 무슨 요일인가요?,
81,,,Nous sommes mardi.,누 솜 마흐디.,오늘은 화요일이야.,
82,,,Quelle heure est-il ?,껠 러흐 에틸?,지금 몇 시인가요?,
83,,,Il est sept heures.,일 에 쎄떠흐.,지금 일곱 시예요.,
